vbkwjxypeirlsnauozqgmhdtcf	1.8
vbkwjxypeirlsnauozqgmhdtcf	1.8
xvbtprfmgaoldqjeyzsihckuwn	1
xvbtprfmgaoldqjeyzsihckuwn	1
fzhvwuxsniyjoepkbcmgqtardl	0.6
fzhvwuxsniyjoepkbcmgqtardl	0.6
mtpcixsuqblkndaojvrhwzyfge	0.3
mtpcixsuqblkndaojvrhwzyfge	0.3
yzmbctvqfgoarujdkhpenwixsl	0.2
yzmbctvqfgoarujdkhpenwixsl	0.2
thgzmpxysjdoufkliwvcebaqnr	0.2
thgzmpxysjdoufkliwvcebaqnr	0.2
svwtgfmrehjaloiypzuqdcbxnk	0.2
svwtgfmrehjaloiypzuqdcbxnk	0.2
qbcweypxumailrgojztnshkvfd	0.1
qbcweypxumailrgojztnshkvfd	0.1
pwjhgvqtnkldfsirabxmczoyeu	0.1
pwjhgvqtnkldfsirabxmczoyeu	0.1
ucizhmrfdpkyenblatxwgvjsqo	0
ucizhmrfdpkyenblatxwgvjsqo	0
