rcktshnwqmzgbluejfdapyivxo	4.2
efgbphcxuizynvqtmalsjrdokw	3.9
zbrqxdlsnitahkpemjwcugfyov	3.8
gbnsohzdctjvfrxywkqiuampel	3.8
xudrzcpnhmweislajqkfbotvgy	3.6
thdilqwzfmsxpucgjakenobvry	3.6
vbrqydasnitzhkexmjwculfopg	3.5
ltyugifabmezhxrwjponqdcvsk	3.3
fnrhpjtxcikzlbdomewasguyqv	3.3
qdwfknstjiypuebzmcrxaghovl	3.2
mcnfxkjoitrgzbhewyqvdaupsl	3.2
xmlbefiyutvocgsjwzadknhprq	3
bfahguyvzterksmowdljiqcpxn	3
bhgdzuealiokjqfxmsvtcwnypr	2.9
shqmrcdjktoeuxbvwinyzlfpga	2.7
pfvbohceuiaxnzqtmlgsjrdykw	2.7
fnrhejtycikvabdpmxwzsluoqg	2.7
uiocxbaepmgsqrtzjnywfkhvld	2.6
qdwfknstjixoupbamcrelvhyzg	2.6
bhldvuxzaipkjqfymsgtcwnoer	2.6
