rcktshnwqmzgbluejfdapyivxo	4.2
efgbphcxuizynvqtmalsjrdokw	3.9
zbrqxdlsnitahkpemjwcugfyov	3.8
gbnsohzdctjvfrxywkqiuampel	3.8
thdilqwzfmsxpucgjakenobvry	3.6
fnrhpjtxcikzlbdomewasguyqv	3.3
qdwfknstjiypuebzmcrxaghovl	3.2
mcnfxkjoitrgzbhewyqvdaupsl	3.2
cbyhrpegnmxlftisjwozadqvuk	3.2
iqkbufzsamlrnchxjedgwypvto	3.1
xmlbefiyutvocgsjwzadknhprq	3
dugnqazpsivecfhkmtlyxrjobw	3
bfahguyvzterksmowdljiqcpxn	3
bhgdzuealiokjqfxmsvtcwnypr	2.9
shqmrcdjktoeuxbvwinyzlfpga	2.7
pfvbohceuiaxnzqtmlgsjrdykw	2.7
fnrhejtycikvabdpmxwzsluoqg	2.7
uiocxbaepmgsqrtzjnywfkhvld	2.6
qdwfknstjixoupbamcrelvhyzg	2.6
bhldvuxzaipkjqfymsgtcwnoer	2.6
