tvmcbrhagfolqknjeiwxudzyps	0.8
tvmcbrhagfolqknjeiwxudzyps	0.8
vcfhoeqpjtuazkrlgmwsxnydbi	0.7
vcfhoeqpjtuazkrlgmwsxnydbi	0.7
dbqozhamvykruecistjnxlpwfg	0.7
dbqozhamvykruecistjnxlpwfg	0.7
zkchlmbwftvqnpoxjgisueyard	0.2
zkchlmbwftvqnpoxjgisueyard	0.2
wmlqobnfyarvkcpedztjusighx	0.2
wmlqobnfyarvkcpedztjusighx	0.2
peoarqzjydbucfknivtgxswmhl	0.2
peoarqzjydbucfknivtgxswmhl	0.2
arblnhqgzypovmkdstfeuxwicj	0.2
arblnhqgzypovmkdstfeuxwicj	0.2
yphbqclitzknorvsxfgdujawme	0.1
yphbqclitzknorvsxfgdujawme	0.1
ykhqafowtvczrbusljmixgdpen	0.1
ykhqafowtvczrbusljmixgdpen	0.1
wfazuortdpeckhbgnyvlximjqs	0.1
wfazuortdpeckhbgnyvlximjqs	0.1
